nom,adresse,arrondissement,latitude,longitude,type_cuisine,specialite,prix_fourchette,categorie_prix,note_moyenne,nb_avis,ambiance,telephone,reservation_recommandee
Martin & Joseph,"96 rue Didot, 75003 Paris",75003,48.853552,2.386139,Africain,Bistrot,10-20,Bon marché,4.2,73,Vue panoramique,0194264047,true
Les Breton,"82 boulevard de Grenelle, 75009 Paris",75009,48.860909,2.380957,Marocain,Sushi,100+,Haut de gamme,3.2,118,Décontracté,0167695062,true
Camus & Moreau,"79 rue Didot, 75009 Paris",75009,48.808322,2.300803,Végan,Mexicain,100+,Haut de gamme,3.1,865,Festif,0128214155,true
Chez Frédéric,"8 rue de Passy, 75015 Paris",75015,48.868099,2.366668,Caribéen,Brasserie,10-20,Bon marché,4.6,153,Cosy,0111173826,true
Bistrot Moderne de Paris,"6 rue Saint-Honoré, 75007 Paris",75007,48.89756,2.389687,Brasserie,,10-20,Bon marché,4.8,859,Festif,0125156916,true
Étienne & Le Gall,"128 avenue des Champs-Élysées, 75013 Paris",75013,48.850168,2.320039,Libanais,Fruits de mer,30-50,Moyenne gamme,3.6,914,Élégant,0114888988,true
Palais de Paris,"23 rue de la Roquette, 75013 Paris",75013,48.858486,2.346161,Marocain,Sushi,100+,Haut de gamme,3.5,831,Romantique,0158557179,false
Les Dupuis,"100 rue de la Roquette, 75006 Paris",75006,48.911667,2.29531,Espagnol,Sushi,30-50,Moyenne gamme,3.1,493,Convivial,0155843930,true
Guillot,"57 avenue Parmentier, 75013 Paris",75013,48.895813,2.345729,Libanais,Street food,30-50,Moyenne gamme,4.6,724,Intime,0185139955,false
Chez Édouard,"127 rue du Commerce, 75010 Paris",75010,48.857929,2.280168,Italien,Burger,100+,Haut de gamme,3.4,549,Historique,0110528835,false
Les Clément,"16 avenue des Champs-Élysées, 75005 Paris",75005,48.8513,2.273197,Indien,,100+,Haut de gamme,4.7,993,Branché,0157946085,true
Chez Nath,"112 boulevard de la Villette, 75016 Paris",75016,48.924779,2.300068,Libanais,,100+,Haut de gamme,4.4,961,Intime,0138958532,true
Chez Claire,"1 rue du Temple, 75019 Paris",75019,48.967005,2.278541,Italien,Crêperie,100+,Haut de gamme,3.4,589,Cosy,0173285219,true
Samson,"86 boulevard de Grenelle, 75001 Paris",75001,48.950374,2.333824,Espagnol,Crêperie,30-50,Moyenne gamme,4.6,747,Romantique,0116596663,false
Gosselin & Marchand,"90 rue du Commerce, 75013 Paris",75013,48.854182,2.411783,Méditerranéen,,100+,Haut de gamme,4.3,713,Calme,0130671914,true
Auberge Vieux de la Place,"20 rue Vaugirard, 75003 Paris",75003,48.832297,2.368523,Méditerranéen,,50-100,Haut de gamme,4.9,178,Vue panoramique,0130162252,true
Les Rodriguez,"77 rue des Rosiers, 75004 Paris",75004,48.833945,2.254375,Caribéen,,20-30,Moyenne gamme,3.1,13,Vue panoramique,0121479490,false
Chez Margaux,"75 rue Montorgueil, 75016 Paris",75016,48.950534,2.312798,Pizza,,50-100,Haut de gamme,4.0,686,Traditionnel,0121927959,true
Ollivier & Dias,"12 boulevard de Clichy, 75015 Paris",75015,48.928598,2.288677,Espagnol,,100+,Haut de gamme,3.1,780,Cosy,0120955479,true
Aubry,"134 rue de la Pompe, 75018 Paris",75018,48.905446,2.270448,Méditerranéen,Burger,50-100,Haut de gamme,3.6,414,Familial,0174837683,false
Briand & Lecomte,"45 rue des Martyrs, 75007 Paris",75007,48.894582,2.343849,Fruits de mer,Japonais,50-100,Haut de gamme,3.4,852,Élégant,0186435018,true
Les Gimenez,"134 rue Didot, 75001 Paris",75001,48.949623,2.399242,Street food,Grecque,10-20,Bon marché,3.8,161,Cosy,0123822246,false
Chauveau & Blot,"125 avenue Parmentier, 75020 Paris",75020,48.926777,2.406542,Libanais,Fruits de mer,100+,Haut de gamme,4.2,720,Terrasse,0114605298,true
Les Bourgeois,"6 rue du Cherche-Midi, 75010 Paris",75010,48.902846,2.265179,Méditerranéen,,10-20,Bon marché,4.9,243,Élégant,0148665144,false
Delannoy & Langlois,"55 rue de la Pompe, 75016 Paris",75016,48.804921,2.28277,Crêperie,,100+,Haut de gamme,4.6,77,Moderne,0174612777,false
Chez Andrée,"15 rue des Rosiers, 75002 Paris",75002,48.863319,2.350987,Vietnamien,,30-50,Moyenne gamme,3.7,485,Convivial,0160912597,true
Chez Marguerite,"122 boulevard Voltaire, 75018 Paris",75018,48.897284,2.414036,Libanais,,30-50,Moyenne gamme,4.5,715,Branché,0146135916,true
Chez Manon,"58 boulevard de Magenta, 75007 Paris",75007,48.960311,2.371166,Grecque,Sushi,10-20,Bon marché,3.9,145,Décontracté,0186113842,false
Navarro & Blondel,"97 avenue de Wagram, 75015 Paris",75015,48.903539,2.300741,Brésilien,Gastronomique,100+,Haut de gamme,3.8,114,Romantique,0175945781,false
Café Bon du Coin,"84 rue de la Roquette, 75009 Paris",75009,48.911418,2.41957,Mexicain,Gastronomique,20-30,Moyenne gamme,4.8,834,Terrasse,0194509727,false
Les Sauvage,"108 rue de Passy, 75013 Paris",75013,48.914218,2.336244,Street food,,100+,Haut de gamme,4.6,361,Calme,0197789170,false
Chez Georges,"143 avenue Montaigne, 75010 Paris",75010,48.948143,2.32148,Indien,,100+,Haut de gamme,4.5,197,Festif,0193213855,true
Les Jean,"67 boulevard Voltaire, 75010 Paris",75010,48.864884,2.30072,Chinois,Tapas,100+,Haut de gamme,4.2,645,Branché,0170347425,false
Maillot,"39 rue Mouffetard, 75007 Paris",75007,48.876849,2.285595,Brésilien,Ramen,20-30,Moyenne gamme,4.6,509,Festif,0190325091,true
Chez Jacqueline,"148 rue des Martyrs, 75016 Paris",75016,48.863427,2.252393,Sushi,Grecque,50-100,Haut de gamme,3.8,998,Historique,0159101478,true
Les Lenoir,"136 rue du Faubourg Saint-Antoine, 75001 Paris",75001,48.850694,2.299441,Espagnol,Crêperie,30-50,Moyenne gamme,3.3,402,Convivial,0185493118,false
Cuisine Impérial,"35 rue du Cherche-Midi, 75016 Paris",75016,48.862321,2.360592,Marocain,Sushi,50-100,Haut de gamme,3.0,239,Élégant,0137128574,true
Bistrot Authentique des Délices,"13 rue Saint-Maur, 75002 Paris",75002,48.907153,2.30119,Français,Végan,50-100,Haut de gamme,3.9,136,Traditionnel,0170992936,false
Bistrot Impérial des Gourmets,"36 rue de la Pompe, 75004 Paris",75004,48.85021,2.256699,Chinois,Sushi,10-20,Bon marché,4.0,633,Animé,0143763555,false
Rolland & Pruvost,"54 rue du Temple, 75016 Paris",75016,48.817219,2.293502,Français,Végan,10-20,Bon marché,4.7,695,Historique,0129217519,false
Chez Matthieu,"117 rue Daguerre, 75009 Paris",75009,48.823527,2.360024,Chinois,,10-20,Bon marché,4.7,378,Festif,0164242215,true
Les Robert,"92 boulevard de Grenelle, 75020 Paris",75020,48.910304,2.385475,Japonais,Crêperie,20-30,Moyenne gamme,3.2,419,Authentique,0144599871,false
La Moderne du Chef,"27 rue de la Pompe, 75019 Paris",75019,48.810767,2.361346,Brésilien,Bistrot,30-50,Moyenne gamme,4.2,893,Élégant,0171722462,true
Neveu,"135 avenue Parmentier, 75019 Paris",75019,48.825271,2.390494,Thaïlandais,Ramen,100+,Haut de gamme,3.2,687,Calme,0171549496,false
Chez Charles,"130 rue de la Gaîté, 75016 Paris",75016,48.938908,2.263401,Végan,,30-50,Moyenne gamme,3.5,294,Familial,0174388092,true
Rolland & Mercier,"147 boulevard de Grenelle, 75003 Paris",75003,48.963739,2.358381,Brasserie,Méditerranéen,10-20,Bon marché,3.2,432,Familial,0181801021,false
Assiette Français,"117 rue du Cherche-Midi, 75012 Paris",75012,48.912015,2.250373,Burger,,30-50,Moyenne gamme,4.1,644,Historique,0194566724,true
Les David,"75 rue Vaugirard, 75017 Paris",75017,48.958137,2.316792,Chinois,Fruits de mer,50-100,Haut de gamme,3.3,744,Vue panoramique,0123428835,true
Rémy & Guérin,"49 rue de Bretagne, 75011 Paris",75011,48.884801,2.340162,Grecque,Tapas,100+,Haut de gamme,3.2,923,Authentique,0168948574,true
Relais Moderne des Gourmets,"124 rue Caulaincourt, 75006 Paris",75006,48.929604,2.296511,Libanais,,20-30,Moyenne gamme,3.2,683,Festif,0174596387,false
Les Buisson,"76 boulevard de Grenelle, 75005 Paris",75005,48.956603,2.272554,Africain,Ramen,100+,Haut de gamme,4.7,738,Animé,0135368947,false
Chez Noël,"129 rue du Commerce, 75011 Paris",75011,48.888864,2.254296,Sushi,Méditerranéen,100+,Haut de gamme,4.1,693,Vue panoramique,0196784664,false
L'Atelier Bon du Chef,"74 boulevard de Magenta, 75009 Paris",75009,48.947023,2.37621,Italien,Pizza,20-30,Moyenne gamme,4.5,43,Intime,0167238896,false
Menu d'Or,"131 rue du Temple, 75010 Paris",75010,48.947704,2.396276,Italien,,50-100,Haut de gamme,3.8,817,Festif,0180161142,true
Laroche & Vallée,"58 boulevard de la Villette, 75012 Paris",75012,48.963621,2.374964,Gastronomique,,20-30,Moyenne gamme,4.6,997,Animé,0147673297,true
Relais Bon des Délices,"68 rue Mouffetard, 75006 Paris",75006,48.851196,2.384284,Américain,Brasserie,20-30,Moyenne gamme,3.1,960,Festif,0186169088,false
Les Benoit,"135 rue Lepic, 75006 Paris",75006,48.837136,2.377951,Africain,Gastronomique,100+,Haut de gamme,3.8,367,Calme,0137945252,true
Restaurant Savoureux Gourmand,"63 boulevard Saint-Germain, 75011 Paris",75011,48.952708,2.282727,Chinois,Gastronomique,30-50,Moyenne gamme,3.0,539,Intime,0175756772,true
Délice de Paris,"43 rue du Commerce, 75018 Paris",75018,48.959758,2.376971,Japonais,Tapas,20-30,Moyenne gamme,4.7,444,Cosy,0136789965,false
Chez Élodie,"7 rue Didot, 75011 Paris",75011,48.873614,2.252871,Japonais,Sushi,30-50,Moyenne gamme,4.1,598,Calme,0143625967,false
Les Authentique de la Place,"150 boulevard Saint-Germain, 75003 Paris",75003,48.89069,2.273185,Africain,Sushi,30-50,Moyenne gamme,4.2,298,Authentique,0158609413,true
Payet & Ramos,"140 rue Daguerre, 75005 Paris",75005,48.891316,2.410986,Vietnamien,,10-20,Bon marché,4.1,578,Élégant,0125151083,false
Les Masse,"54 rue Réaumur, 75012 Paris",75012,48.944736,2.408503,Africain,Fruits de mer,20-30,Moyenne gamme,4.2,268,Animé,0124339582,false
Palais Français,"141 rue Saint-Honoré, 75010 Paris",75010,48.905318,2.40302,Américain,Ramen,100+,Haut de gamme,4.0,348,Intime,0126959340,true
Les Verdier,"125 boulevard de Grenelle, 75011 Paris",75011,48.837659,2.375769,Mexicain,Fruits de mer,100+,Haut de gamme,4.1,837,Festif,0164311050,true
Reynaud & Berger,"71 place Vendôme, 75005 Paris",75005,48.813936,2.297705,Thaïlandais,,50-100,Haut de gamme,3.9,803,Moderne,0172802332,false
Chez Sabine,"138 rue du Faubourg Saint-Antoine, 75009 Paris",75009,48.806232,2.294305,Tapas,Japonais,10-20,Bon marché,4.7,656,Romantique,0184846185,true
Chez Christelle,"94 rue de Passy, 75008 Paris",75008,48.84061,2.41388,Street food,,30-50,Moyenne gamme,3.3,523,Convivial,0121605674,true
Cordier & Aubert,"41 avenue Montaigne, 75019 Paris",75019,48.862804,2.257277,Tapas,,20-30,Moyenne gamme,4.5,505,Intime,0115387239,true
Pereira & Delmas,"117 boulevard Saint-Germain, 75002 Paris",75002,48.952699,2.263232,Crêperie,Africain,30-50,Moyenne gamme,4.7,279,Décontracté,0158935856,false
Les Perret,"97 rue Lepic, 75017 Paris",75017,48.847738,2.275541,Vietnamien,Brasserie,100+,Haut de gamme,3.0,913,Élégant,0166313919,false
Chez Adrienne,"93 rue Saint-Maur, 75004 Paris",75004,48.803816,2.257335,Grecque,,10-20,Bon marché,4.0,500,Historique,0136853092,false
Goût d'Or,"132 boulevard Saint-Germain, 75019 Paris",75019,48.968772,2.397441,Libanais,Fruits de mer,100+,Haut de gamme,4.9,623,Romantique,0194462037,true
Chez Audrey,"57 rue de la Pompe, 75020 Paris",75020,48.865529,2.268457,Libanais,Gastronomique,30-50,Moyenne gamme,3.3,712,Festif,0168868518,true
Chez Antoinette,"134 rue Caulaincourt, 75014 Paris",75014,48.902591,2.390679,Street food,Méditerranéen,100+,Haut de gamme,4.2,908,Convivial,0125217194,true
Bigot & Chauveau,"134 rue de la Pompe, 75012 Paris",75012,48.843268,2.380196,Ramen,Espagnol,50-100,Haut de gamme,4.6,400,Intime,0185998322,true
Relais Bon Gourmand,"2 rue de Bretagne, 75001 Paris",75001,48.843118,2.395346,Chinois,Bistrot,20-30,Moyenne gamme,4.4,333,Vue panoramique,0156232964,false
Vincent & Maillet,"145 place Vendôme, 75020 Paris",75020,48.968046,2.348201,Coréen,,50-100,Haut de gamme,4.1,580,Historique,0132578181,true
Guibert & Imbert,"36 avenue de la République, 75004 Paris",75004,48.808849,2.316148,Brasserie,,20-30,Moyenne gamme,3.2,530,Terrasse,0153808899,false
Bonnet,"38 rue de la Gaîté, 75020 Paris",75020,48.9638,2.259769,Japonais,Crêperie,10-20,Bon marché,4.2,751,Terrasse,0161889376,true
Maillot & Nicolas,"113 rue de Rivoli, 75007 Paris",75007,48.861156,2.361353,Sushi,Marocain,10-20,Bon marché,4.6,532,Convivial,0199398831,false
Chez Paul,"23 rue de la Roquette, 75013 Paris",75013,48.859176,2.413759,Coréen,Burger,100+,Haut de gamme,3.0,730,Branché,0121804681,false
Les Olivier,"58 rue Saint-Maur, 75007 Paris",75007,48.962641,2.398939,Coréen,Pizza,20-30,Moyenne gamme,3.8,119,Branché,0174475324,false
Aubert & Regnier,"97 avenue Parmentier, 75016 Paris",75016,48.934072,2.287465,Sushi,Brésilien,50-100,Haut de gamme,4.8,892,Romantique,0171244318,true
Chez Caroline,"81 rue de la Pompe, 75012 Paris",75012,48.881014,2.310101,Français,,30-50,Moyenne gamme,3.5,105,Terrasse,0196531980,false
Briand & Vidal,"52 rue des Rosiers, 75008 Paris",75008,48.801126,2.395705,Burger,Espagnol,100+,Haut de gamme,3.7,807,Cosy,0125209694,true
Pinto,"96 rue de Belleville, 75011 Paris",75011,48.805536,2.309039,Américain,Sushi,100+,Haut de gamme,3.6,237,Élégant,0116776471,false
Sanchez & Pichon,"31 rue du Temple, 75017 Paris",75017,48.845799,2.41295,Français,Burger,50-100,Haut de gamme,4.2,343,Intime,0188433380,true
Les Dias,"94 avenue Montaigne, 75016 Paris",75016,48.916622,2.388412,Grecque,,30-50,Moyenne gamme,3.7,420,Traditionnel,0167338326,false
Les Perrin,"61 rue Vaugirard, 75014 Paris",75014,48.853674,2.332725,Burger,Indien,50-100,Haut de gamme,4.6,190,Vue panoramique,0173279076,false
Les Girard,"144 avenue Parmentier, 75002 Paris",75002,48.958414,2.293812,Libanais,Pizza,50-100,Haut de gamme,4.7,108,Authentique,0152435656,false
Restaurant Moderne du Coin,"51 avenue Parmentier, 75019 Paris",75019,48.878838,2.412621,Caribéen,Sushi,30-50,Moyenne gamme,3.7,699,Convivial,0172672058,false
Garcia & Morin,"147 rue de Passy, 75003 Paris",75003,48.876549,2.278444,Thaïlandais,Crêperie,30-50,Moyenne gamme,4.4,629,Terrasse,0144665685,false
L'Assiette Parisien de la Tour,"21 rue de Buci, 75006 Paris",75006,48.814333,2.40837,Chinois,Brasserie,100+,Haut de gamme,3.1,799,Terrasse,0177202343,false
Chrétien & Gomez,"80 rue Lepic, 75008 Paris",75008,48.948053,2.408926,Brasserie,Indien,100+,Haut de gamme,4.7,39,Familial,0194555170,true
Palais d'Or,"139 avenue Montaigne, 75019 Paris",75019,48.870075,2.276472,Grecque,Tapas,100+,Haut de gamme,3.6,365,Historique,0179392166,true
Au Délicieux de la Tour,"121 rue du Commerce, 75001 Paris",75001,48.832057,2.399968,Méditerranéen,,50-100,Haut de gamme,3.6,794,Vue panoramique,0147863910,false
Brun & Cordier,"102 rue des Rosiers, 75006 Paris",75006,48.910238,2.340431,Tapas,Coréen,20-30,Moyenne gamme,3.5,442,Calme,0176889897,true
Les Vallée,"106 rue du Faubourg Saint-Antoine, 75003 Paris",75003,48.890945,2.281609,Mexicain,Brasserie,100+,Haut de gamme,3.9,727,Historique,0134511229,true
Au Traditionnel des Saveurs,"3 rue Lepic, 75003 Paris",75003,48.927597,2.274835,Méditerranéen,Bistrot,30-50,Moyenne gamme,4.6,520,Intime,0169991452,true
Les Leduc,"101 rue Saint-Honoré, 75018 Paris",75018,48.969071,2.283861,Marocain,,30-50,Moyenne gamme,4.6,858,Romantique,0125415966,true
L'Atelier Savoureux du Palais,"80 rue de Turbigo, 75006 Paris",75006,48.946822,2.287024,Italien,,100+,Haut de gamme,4.0,269,Historique,0191483556,false
Relais Délicieux du Marché,"43 rue de la Roquette, 75019 Paris",75019,48.916611,2.307532,Espagnol,Végétarien,100+,Haut de gamme,4.6,496,Élégant,0157214130,true
Au Traditionnel des Délices,"28 rue Mouffetard, 75016 Paris",75016,48.842618,2.256713,Caribéen,,30-50,Moyenne gamme,4.6,459,Animé,0112985855,false
Benoit & Maréchal,"144 rue Daguerre, 75018 Paris",75018,48.876395,2.389301,Marocain,Gastronomique,30-50,Moyenne gamme,3.6,489,Traditionnel,0186803018,false
Gaillard,"130 boulevard Raspail, 75006 Paris",75006,48.884583,2.34375,Street food,,100+,Haut de gamme,3.5,748,Branché,0194785934,false
Table Royal,"105 rue de Ménilmontant, 75011 Paris",75011,48.909098,2.316062,Africain,Végétarien,20-30,Moyenne gamme,3.4,42,Animé,0123723422,true
Bernard & Perrier,"135 rue de Belleville, 75019 Paris",75019,48.810319,2.344863,Vietnamien,Ramen,10-20,Bon marché,3.0,953,Animé,0193722069,false
Aubry & De Sousa,"95 rue de Bretagne, 75002 Paris",75002,48.83283,2.361669,Pizza,Japonais,30-50,Moyenne gamme,3.2,231,Convivial,0122223978,true
Menu Français,"28 boulevard de la Villette, 75019 Paris",75019,48.890763,2.351986,Brésilien,,50-100,Haut de gamme,4.8,180,Décontracté,0180617453,false
Les Renault,"81 rue Vaugirard, 75011 Paris",75011,48.957445,2.293195,Bistrot,,50-100,Haut de gamme,4.7,341,Calme,0182793758,false
Briand & Grenier,"115 rue de Passy, 75001 Paris",75001,48.93973,2.367252,Pizza,Africain,20-30,Moyenne gamme,5.0,319,Romantique,0148383750,true
Les Foucher,"142 rue Caulaincourt, 75018 Paris",75018,48.815624,2.317966,Indien,Brasserie,30-50,Moyenne gamme,3.3,281,Intime,0184413942,false
Meyer,"124 avenue Montaigne, 75016 Paris",75016,48.856846,2.399565,Ramen,,10-20,Bon marché,4.2,317,Familial,0183582017,false
Aubert & Collet,"107 rue Oberkampf, 75008 Paris",75008,48.918621,2.276044,Street food,,50-100,Haut de gamme,3.1,546,Familial,0150798229,true
Carpentier & Boyer,"115 rue Saint-Maur, 75019 Paris",75019,48.814463,2.33531,Espagnol,Sushi,50-100,Haut de gamme,3.3,354,Branché,0170831680,true
Chez Inès,"35 rue de la Gaîté, 75018 Paris",75018,48.85498,2.407103,Coréen,Burger,100+,Haut de gamme,4.2,763,Convivial,0141411944,false
Relais Gourmand de la Seine,"90 rue du Faubourg Saint-Antoine, 75011 Paris",75011,48.839693,2.366511,Français,,20-30,Moyenne gamme,5.0,641,Authentique,0189286615,false
La Nouveau des Gourmets,"38 rue Daguerre, 75001 Paris",75001,48.905917,2.418691,Chinois,Brasserie,10-20,Bon marché,3.7,767,Animé,0136797643,false
Maison Petit de la Tour,"44 rue de la Paix, 75010 Paris",75010,48.94746,2.3604,Américain,Tapas,10-20,Bon marché,3.1,686,Traditionnel,0194945623,true
Bonnet & Letellier,"131 rue de Bretagne, 75004 Paris",75004,48.890001,2.306707,Brasserie,,100+,Haut de gamme,3.2,213,Convivial,0168811215,true
Bouvier & Boyer,"41 avenue des Champs-Élysées, 75012 Paris",75012,48.858104,2.316784,Vietnamien,Burger,100+,Haut de gamme,3.6,73,Traditionnel,0159138145,true
Chez Benoît,"23 rue Réaumur, 75013 Paris",75013,48.898775,2.366288,Espagnol,Street food,20-30,Moyenne gamme,3.9,329,Festif,0167792636,false
Chez Christiane,"80 rue du Temple, 75017 Paris",75017,48.820126,2.303992,Bistrot,,20-30,Moyenne gamme,4.3,588,Décontracté,0150188178,false
Boyer,"106 rue de la Pompe, 75010 Paris",75010,48.839255,2.254434,Américain,Burger,10-20,Bon marché,3.3,36,Traditionnel,0187828839,false
Cuisine Vieux des Délices,"121 rue de Bretagne, 75012 Paris",75012,48.968001,2.378822,Coréen,Fruits de mer,20-30,Moyenne gamme,3.4,43,Vue panoramique,0111446238,false
Table Moderne des Gourmets,"126 rue du Temple, 75011 Paris",75011,48.909037,2.369699,Burger,Italien,100+,Haut de gamme,4.5,399,Festif,0160888386,false
Table Savoureux du Marché,"63 avenue de Clichy, 75018 Paris",75018,48.904233,2.259273,Italien,Gastronomique,10-20,Bon marché,3.4,460,Terrasse,0148466931,true
Lemoine & Muller,"24 rue Réaumur, 75017 Paris",75017,48.917592,2.404218,Caribéen,Bistrot,30-50,Moyenne gamme,3.9,193,Authentique,0185356821,true
Table Parisien de la Seine,"22 avenue de Clichy, 75013 Paris",75013,48.824583,2.380757,Gastronomique,Libanais,50-100,Haut de gamme,4.1,54,Décontracté,0152829429,true
Brasserie Traditionnel des Saveurs,"74 boulevard de la Villette, 75006 Paris",75006,48.903357,2.333889,Indien,,10-20,Bon marché,4.2,269,Romantique,0168737379,false
Chez Daniel,"122 rue Didot, 75014 Paris",75014,48.806243,2.395151,Français,Gastronomique,30-50,Moyenne gamme,4.2,580,Animé,0116332817,false
Relais Vieux du Chef,"73 rue de Belleville, 75020 Paris",75020,48.928935,2.393363,Caribéen,Brasserie,100+,Haut de gamme,3.7,46,Branché,0148515758,false
Au Grand de la Place,"71 rue du Cherche-Midi, 75017 Paris",75017,48.967667,2.298822,Marocain,Street food,10-20,Bon marché,3.2,757,Convivial,0121719887,false
Cuisine Royal,"135 avenue Parmentier, 75020 Paris",75020,48.800269,2.254078,Indien,Brasserie,100+,Haut de gamme,4.5,519,Historique,0133883947,false
Antoine,"54 rue de Belleville, 75014 Paris",75014,48.855067,2.251042,Thaïlandais,Sushi,20-30,Moyenne gamme,3.0,216,Moderne,0142184948,false
Les Delorme,"102 rue Réaumur, 75019 Paris",75019,48.906624,2.40165,Français,,20-30,Moyenne gamme,3.7,356,Historique,0170149227,true
